Time: 9.95 s, Pressure: 8.64 bar, Temperature: 93.75 °C, Pressure Output: 9.82 %, Heater State: OFF, Flow Rate: 0.00 mL/s, Temp Error: 1.25, Pressure Error: 0.36, PWM Duty Cycle: 0.00 %
Time: 10.03 s, Pressure: 8.64 bar, Temperature: 93.75 °C, Pressure Output: 9.75 %, Heater State: OFF, Flow Rate: 0.00 mL/s, Temp Error: 1.25, Pressure Error: 0.36, PWM Duty Cycle: 0.00 %
Time: 10.13 s, Pressure: 8.63 bar, Temperature: 93.75 °C, Pressure Output: 9.88 %, Heater State: OFF, Flow Rate: 0.00 mL/s, Temp Error: 1.25, Pressure Error: 0.37, PWM Duty Cycle: 0.00 %
Time: 10.20 s, Pressure: 8.64 bar, Temperature: 93.75 °C, Pressure Output: 9.87 %, Heater State: OFF, Flow Rate: 0.00 mL/s, Temp Error: 1.25, Pressure Error: 0.36, PWM Duty Cycle: 0.00 %
Time: 10.27 s, Pressure: 8.63 bar, Temperature: 93.75 °C, Pressure Output: 9.94 %, Heater State: OFF, Flow Rate: 0.00 mL/s, Temp Error: 1.25, Pressure Error: 0.37, PWM Duty Cycle: 0.00 %
Time: 10.33 s, Pressure: 8.63 bar, Temperature: 92.25 °C, Pressure Output: 9.94 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 2.75, Pressure Error: 0.37, PWM Duty Cycle: 17.86 %
Time: 10.41 s, Pressure: 8.63 bar, Temperature: 92.25 °C, Pressure Output: 9.98 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 2.75, Pressure Error: 0.37, PWM Duty Cycle: 2.89 %
Time: 10.49 s, Pressure: 8.63 bar, Temperature: 92.25 °C, Pressure Output: 10.04 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 2.75, Pressure Error: 0.37, PWM Duty Cycle: 2.92 %
Time: 10.54 s, Pressure: 8.63 bar, Temperature: 92.25 °C, Pressure Output: 10.07 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 2.75, Pressure Error: 0.37, PWM Duty Cycle: 2.94 %
Time: 10.65 s, Pressure: 8.62 bar, Temperature: 91.75 °C, Pressure Output: 10.20 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.25, Pressure Error: 0.38, PWM Duty Cycle: 8.98 %
Time: 10.74 s, Pressure: 8.62 bar, Temperature: 91.75 °C, Pressure Output: 10.30 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.25, Pressure Error: 0.38, PWM Duty Cycle: 4.01 %
Time: 10.83 s, Pressure: 8.61 bar, Temperature: 91.75 °C, Pressure Output: 10.47 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.25, Pressure Error: 0.39, PWM Duty Cycle: 4.04 %
Time: 10.94 s, Pressure: 8.60 bar, Temperature: 91.25 °C, Pressure Output: 10.62 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.40, PWM Duty Cycle: 10.08 %
Time: 11.04 s, Pressure: 8.59 bar, Temperature: 91.25 °C, Pressure Output: 10.77 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.41, PWM Duty Cycle: 5.12 %
Time: 11.13 s, Pressure: 8.58 bar, Temperature: 91.25 °C, Pressure Output: 10.99 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.42, PWM Duty Cycle: 5.15 %
Time: 11.20 s, Pressure: 8.58 bar, Temperature: 91.25 °C, Pressure Output: 11.12 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.42, PWM Duty Cycle: 5.19 %
Time: 11.26 s, Pressure: 8.57 bar, Temperature: 91.25 °C, Pressure Output: 11.36 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.43, PWM Duty Cycle: 5.23 %
Time: 11.34 s, Pressure: 8.55 bar, Temperature: 91.25 °C, Pressure Output: 11.62 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.45, PWM Duty Cycle: 5.27 %
Time: 11.42 s, Pressure: 8.55 bar, Temperature: 91.25 °C, Pressure Output: 11.79 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.45, PWM Duty Cycle: 5.30 %
Time: 11.49 s, Pressure: 8.53 bar, Temperature: 91.25 °C, Pressure Output: 12.06 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.47, PWM Duty Cycle: 5.34 %
Time: 11.56 s, Pressure: 8.52 bar, Temperature: 91.25 °C, Pressure Output: 12.29 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.48, PWM Duty Cycle: 5.38 %
Time: 11.63 s, Pressure: 8.52 bar, Temperature: 91.25 °C, Pressure Output: 12.40 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.48, PWM Duty Cycle: 5.42 %
Time: 11.70 s, Pressure: 8.51 bar, Temperature: 91.25 °C, Pressure Output: 12.52 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.49, PWM Duty Cycle: 5.45 %
Time: 11.78 s, Pressure: 8.50 bar, Temperature: 91.25 °C, Pressure Output: 12.66 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.50, PWM Duty Cycle: 5.49 %
Time: 11.85 s, Pressure: 8.50 bar, Temperature: 91.25 °C, Pressure Output: 12.80 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.50, PWM Duty Cycle: 5.53 %
Time: 11.92 s, Pressure: 8.49 bar, Temperature: 91.25 °C, Pressure Output: 12.89 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.51, PWM Duty Cycle: 5.57 %
Time: 12.00 s, Pressure: 8.49 bar, Temperature: 91.25 °C, Pressure Output: 13.07 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.51, PWM Duty Cycle: 5.60 %
Time: 12.10 s, Pressure: 8.48 bar, Temperature: 91.25 °C, Pressure Output: 13.21 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.52, PWM Duty Cycle: 5.64 %
Time: 12.18 s, Pressure: 8.47 bar, Temperature: 91.25 °C, Pressure Output: 13.49 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.53, PWM Duty Cycle: 5.68 %
Time: 12.25 s, Pressure: 8.46 bar, Temperature: 91.25 °C, Pressure Output: 13.70 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.54, PWM Duty Cycle: 5.72 %
Time: 12.32 s, Pressure: 8.44 bar, Temperature: 91.25 °C, Pressure Output: 13.94 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.75, Pressure Error: 0.56, PWM Duty Cycle: 5.75 %
Time: 12.41 s, Pressure: 8.43 bar, Temperature: 89.00 °C, Pressure Output: 14.20 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.57, PWM Duty Cycle: 32.81 %
Time: 12.49 s, Pressure: 8.43 bar, Temperature: 89.00 °C, Pressure Output: 14.26 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.57, PWM Duty Cycle: 10.37 %
Time: 12.62 s, Pressure: 8.43 bar, Temperature: 89.00 °C, Pressure Output: 14.35 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.57, PWM Duty Cycle: 10.43 %
Time: 12.71 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.30 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 16.50 %
Time: 12.89 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.37 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 11.56 %
Time: 13.06 s, Pressure: 8.42 bar, Temperature: 88.50 °C, Pressure Output: 14.41 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.58, PWM Duty Cycle: 11.63 %
Time: 13.13 s, Pressure: 8.42 bar, Temperature: 88.50 °C, Pressure Output: 14.45 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.58, PWM Duty Cycle: 11.69 %
Time: 13.22 s, Pressure: 8.42 bar, Temperature: 88.50 °C, Pressure Output: 14.43 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.58, PWM Duty Cycle: 11.76 %
Time: 13.30 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.35 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 11.82 %
Time: 13.40 s, Pressure: 8.42 bar, Temperature: 88.50 °C, Pressure Output: 14.48 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.58, PWM Duty Cycle: 11.89 %
Time: 13.46 s, Pressure: 8.42 bar, Temperature: 88.50 °C, Pressure Output: 14.49 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.58, PWM Duty Cycle: 11.95 %
Time: 13.54 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.42 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 12.02 %
Time: 13.64 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.42 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 12.08 %
Time: 13.72 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.39 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 12.15 %
Time: 13.84 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.41 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 12.21 %
Time: 13.92 s, Pressure: 8.43 bar, Temperature: 88.50 °C, Pressure Output: 14.33 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.57, PWM Duty Cycle: 12.28 %
Time: 14.08 s, Pressure: 8.43 bar, Temperature: 86.50 °C, Pressure Output: 14.35 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.57, PWM Duty Cycle: 36.36 %
Time: 14.23 s, Pressure: 8.43 bar, Temperature: 86.50 °C, Pressure Output: 14.37 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.57, PWM Duty Cycle: 16.45 %
Time: 14.32 s, Pressure: 8.44 bar, Temperature: 86.50 °C, Pressure Output: 14.29 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.56, PWM Duty Cycle: 16.53 %
Time: 14.45 s, Pressure: 8.44 bar, Temperature: 86.50 °C, Pressure Output: 14.24 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.56, PWM Duty Cycle: 16.62 %
Time: 14.54 s, Pressure: 8.45 bar, Temperature: 86.50 °C, Pressure Output: 14.10 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.55, PWM Duty Cycle: 16.70 %
Time: 14.66 s, Pressure: 8.45 bar, Temperature: 86.50 °C, Pressure Output: 14.04 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.55, PWM Duty Cycle: 16.79 %
Time: 14.74 s, Pressure: 8.46 bar, Temperature: 86.50 °C, Pressure Output: 13.85 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.54, PWM Duty Cycle: 16.87 %
Time: 14.85 s, Pressure: 8.47 bar, Temperature: 86.50 °C, Pressure Output: 13.69 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.53, PWM Duty Cycle: 16.96 %
Time: 14.93 s, Pressure: 8.47 bar, Temperature: 86.50 °C, Pressure Output: 13.64 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.53, PWM Duty Cycle: 17.04 %
Time: 14.99 s, Pressure: 8.48 bar, Temperature: 86.50 °C, Pressure Output: 13.50 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.52, PWM Duty Cycle: 17.13 %
Time: 15.09 s, Pressure: 8.49 bar, Temperature: 86.25 °C, Pressure Output: 13.41 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.51, PWM Duty Cycle: 20.22 %
Time: 15.26 s, Pressure: 8.49 bar, Temperature: 86.25 °C, Pressure Output: 13.24 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.51, PWM Duty Cycle: 17.80 %
Time: 15.41 s, Pressure: 8.50 bar, Temperature: 86.25 °C, Pressure Output: 13.11 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.50, PWM Duty Cycle: 17.89 %
Time: 15.48 s, Pressure: 8.50 bar, Temperature: 86.25 °C, Pressure Output: 13.11 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.50, PWM Duty Cycle: 17.98 %
Time: 15.67 s, Pressure: 8.51 bar, Temperature: 86.25 °C, Pressure Output: 12.99 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.49, PWM Duty Cycle: 18.07 %
Time: 15.75 s, Pressure: 8.51 bar, Temperature: 86.25 °C, Pressure Output: 12.92 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.49, PWM Duty Cycle: 18.15 %
Time: 15.87 s, Pressure: 8.51 bar, Temperature: 86.25 °C, Pressure Output: 12.94 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.49, PWM Duty Cycle: 18.24 %
Time: 16.02 s, Pressure: 8.51 bar, Temperature: 86.25 °C, Pressure Output: 12.92 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.49, PWM Duty Cycle: 18.33 %
Time: 16.09 s, Pressure: 8.52 bar, Temperature: 86.25 °C, Pressure Output: 12.86 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.48, PWM Duty Cycle: 18.42 %
Time: 16.17 s, Pressure: 8.52 bar, Temperature: 86.25 °C, Pressure Output: 12.85 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.48, PWM Duty Cycle: 18.50 %
Time: 16.30 s, Pressure: 8.52 bar, Temperature: 86.00 °C, Pressure Output: 12.82 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 9.00, Pressure Error: 0.48, PWM Duty Cycle: 21.59 %
Time: 16.39 s, Pressure: 8.52 bar, Temperature: 86.00 °C, Pressure Output: 12.78 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 9.00, Pressure Error: 0.48, PWM Duty Cycle: 19.18 %
Time: 16.46 s, Pressure: 8.52 bar, Temperature: 86.00 °C, Pressure Output: 12.76 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 9.00, Pressure Error: 0.48, PWM Duty Cycle: 19.27 %
Time: 16.54 s, Pressure: 8.52 bar, Temperature: 86.00 °C, Pressure Output: 12.76 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 9.00, Pressure Error: 0.48, PWM Duty Cycle: 19.36 %
Time: 16.62 s, Pressure: 8.53 bar, Temperature: 86.50 °C, Pressure Output: 12.71 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.47, PWM Duty Cycle: 13.45 %
Time: 16.71 s, Pressure: 8.53 bar, Temperature: 86.50 °C, Pressure Output: 12.71 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.47, PWM Duty Cycle: 18.53 %
Time: 16.79 s, Pressure: 8.53 bar, Temperature: 86.50 °C, Pressure Output: 12.70 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.50, Pressure Error: 0.47, PWM Duty Cycle: 18.62 %
Time: 16.92 s, Pressure: 8.53 bar, Temperature: 86.25 °C, Pressure Output: 12.63 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.47, PWM Duty Cycle: 21.71 %
Time: 17.00 s, Pressure: 8.53 bar, Temperature: 86.25 °C, Pressure Output: 12.71 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.47, PWM Duty Cycle: 19.29 %
Time: 17.08 s, Pressure: 8.53 bar, Temperature: 86.25 °C, Pressure Output: 12.68 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.47, PWM Duty Cycle: 19.38 %
Time: 17.15 s, Pressure: 8.53 bar, Temperature: 86.25 °C, Pressure Output: 12.65 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.47, PWM Duty Cycle: 19.47 %
Time: 17.23 s, Pressure: 8.53 bar, Temperature: 86.25 °C, Pressure Output: 12.65 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.47, PWM Duty Cycle: 19.56 %
Time: 17.30 s, Pressure: 8.54 bar, Temperature: 86.25 °C, Pressure Output: 12.53 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.46, PWM Duty Cycle: 19.64 %
Time: 17.38 s, Pressure: 8.54 bar, Temperature: 86.25 °C, Pressure Output: 12.53 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 8.75, Pressure Error: 0.46, PWM Duty Cycle: 19.73 %
Time: 17.49 s, Pressure: 8.54 bar, Temperature: 87.25 °C, Pressure Output: 12.54 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.75, Pressure Error: 0.46, PWM Duty Cycle: 7.81 %
Time: 17.60 s, Pressure: 8.54 bar, Temperature: 87.25 °C, Pressure Output: 12.48 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.75, Pressure Error: 0.46, PWM Duty Cycle: 17.89 %
Time: 17.70 s, Pressure: 8.55 bar, Temperature: 87.25 °C, Pressure Output: 12.43 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.75, Pressure Error: 0.45, PWM Duty Cycle: 17.96 %
Time: 17.82 s, Pressure: 8.55 bar, Temperature: 87.50 °C, Pressure Output: 12.47 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.50, Pressure Error: 0.45, PWM Duty Cycle: 15.04 %
Time: 17.90 s, Pressure: 8.55 bar, Temperature: 87.50 °C, Pressure Output: 12.42 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.50, Pressure Error: 0.45, PWM Duty Cycle: 17.61 %
Time: 17.97 s, Pressure: 8.55 bar, Temperature: 87.50 °C, Pressure Output: 12.47 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.50, Pressure Error: 0.45, PWM Duty Cycle: 17.69 %
Time: 18.04 s, Pressure: 8.55 bar, Temperature: 87.50 °C, Pressure Output: 12.40 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.50, Pressure Error: 0.45, PWM Duty Cycle: 17.76 %
Time: 18.11 s, Pressure: 8.55 bar, Temperature: 87.75 °C, Pressure Output: 12.37 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.25, Pressure Error: 0.45, PWM Duty Cycle: 14.84 %
Time: 18.20 s, Pressure: 8.55 bar, Temperature: 87.75 °C, Pressure Output: 12.39 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.25, Pressure Error: 0.45, PWM Duty Cycle: 17.41 %
Time: 18.27 s, Pressure: 8.55 bar, Temperature: 87.75 °C, Pressure Output: 12.34 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.25, Pressure Error: 0.45, PWM Duty Cycle: 17.48 %
Time: 18.35 s, Pressure: 8.55 bar, Temperature: 87.75 °C, Pressure Output: 12.35 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 7.25, Pressure Error: 0.45, PWM Duty Cycle: 17.55 %
Time: 18.43 s, Pressure: 8.56 bar, Temperature: 88.25 °C, Pressure Output: 12.32 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.75, Pressure Error: 0.44, PWM Duty Cycle: 11.62 %
Time: 18.51 s, Pressure: 8.56 bar, Temperature: 88.25 °C, Pressure Output: 12.33 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.75, Pressure Error: 0.44, PWM Duty Cycle: 16.69 %
Time: 18.58 s, Pressure: 8.56 bar, Temperature: 88.25 °C, Pressure Output: 12.26 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.75, Pressure Error: 0.44, PWM Duty Cycle: 16.76 %
Time: 18.66 s, Pressure: 8.56 bar, Temperature: 88.25 °C, Pressure Output: 12.32 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.75, Pressure Error: 0.44, PWM Duty Cycle: 16.82 %
Time: 18.73 s, Pressure: 8.56 bar, Temperature: 88.50 °C, Pressure Output: 12.28 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.44, PWM Duty Cycle: 13.89 %
Time: 18.83 s, Pressure: 8.56 bar, Temperature: 88.50 °C, Pressure Output: 12.29 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.44, PWM Duty Cycle: 16.45 %
Time: 18.90 s, Pressure: 8.56 bar, Temperature: 88.50 °C, Pressure Output: 12.29 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.44, PWM Duty Cycle: 16.52 %
Time: 18.97 s, Pressure: 8.57 bar, Temperature: 88.50 °C, Pressure Output: 12.20 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.50, Pressure Error: 0.43, PWM Duty Cycle: 16.58 %
Time: 19.06 s, Pressure: 8.57 bar, Temperature: 89.00 °C, Pressure Output: 12.22 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.43, PWM Duty Cycle: 10.64 %
Time: 19.15 s, Pressure: 8.57 bar, Temperature: 89.00 °C, Pressure Output: 12.23 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.43, PWM Duty Cycle: 15.70 %
Time: 19.24 s, Pressure: 8.57 bar, Temperature: 89.00 °C, Pressure Output: 12.23 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 6.00, Pressure Error: 0.43, PWM Duty Cycle: 15.76 %
Time: 19.35 s, Pressure: 8.56 bar, Temperature: 89.25 °C, Pressure Output: 12.29 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.75, Pressure Error: 0.44, PWM Duty Cycle: 12.82 %
Time: 19.43 s, Pressure: 8.57 bar, Temperature: 89.25 °C, Pressure Output: 12.26 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.75, Pressure Error: 0.43, PWM Duty Cycle: 15.38 %
Time: 19.51 s, Pressure: 8.56 bar, Temperature: 89.25 °C, Pressure Output: 12.32 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.75, Pressure Error: 0.44, PWM Duty Cycle: 15.44 %
Time: 19.58 s, Pressure: 8.56 bar, Temperature: 89.25 °C, Pressure Output: 12.31 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.75, Pressure Error: 0.44, PWM Duty Cycle: 15.49 %
Time: 19.69 s, Pressure: 8.57 bar, Temperature: 89.75 °C, Pressure Output: 12.21 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.25, Pressure Error: 0.43, PWM Duty Cycle: 9.55 %
Time: 19.77 s, Pressure: 8.57 bar, Temperature: 89.75 °C, Pressure Output: 12.23 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.25, Pressure Error: 0.43, PWM Duty Cycle: 14.60 %
Time: 19.85 s, Pressure: 8.57 bar, Temperature: 89.75 °C, Pressure Output: 12.18 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.25, Pressure Error: 0.43, PWM Duty Cycle: 14.65 %
Time: 19.93 s, Pressure: 8.57 bar, Temperature: 89.75 °C, Pressure Output: 12.26 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 5.25, Pressure Error: 0.43, PWM Duty Cycle: 14.70 %
Time: 19.99 s, Pressure: 8.57 bar, Temperature: 90.50 °C, Pressure Output: 12.23 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.50, Pressure Error: 0.43, PWM Duty Cycle: 5.75 %
Time: 20.08 s, Pressure: 8.57 bar, Temperature: 90.50 °C, Pressure Output: 12.20 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.50, Pressure Error: 0.43, PWM Duty Cycle: 13.29 %
Time: 20.16 s, Pressure: 8.57 bar, Temperature: 90.50 °C, Pressure Output: 12.20 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.50, Pressure Error: 0.43, PWM Duty Cycle: 13.34 %
Time: 20.22 s, Pressure: 8.57 bar, Temperature: 90.50 °C, Pressure Output: 12.17 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.50, Pressure Error: 0.43, PWM Duty Cycle: 13.38 %
Time: 20.29 s, Pressure: 8.57 bar, Temperature: 91.00 °C, Pressure Output: 12.16 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.00, Pressure Error: 0.43, PWM Duty Cycle: 7.42 %
Time: 20.37 s, Pressure: 8.58 bar, Temperature: 91.00 °C, Pressure Output: 12.12 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.00, Pressure Error: 0.42, PWM Duty Cycle: 12.46 %
Time: 20.44 s, Pressure: 8.58 bar, Temperature: 91.00 °C, Pressure Output: 12.10 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.00, Pressure Error: 0.42, PWM Duty Cycle: 12.50 %
Time: 20.50 s, Pressure: 8.58 bar, Temperature: 91.00 °C, Pressure Output: 12.08 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 4.00, Pressure Error: 0.42, PWM Duty Cycle: 12.54 %
Time: 20.57 s, Pressure: 8.58 bar, Temperature: 91.50 °C, Pressure Output: 12.06 %, Heater State: ON, Flow Rate: 0.00 mL/s, Temp Error: 3.50, Pressure Error: 0.42, PWM Duty Cycle: 6.58 %
